4,1720616
4,1949209
6,1621444
4,62827
4,1549572
6,1408101
6,134119
6,25316
6,1343092
6,105695
6,923811
4,26138
6,2219564
4,1885440
4,98253
6,181689
6,898367
4,105156
6,1173922
6,2140203
6,1467304
6,1474276
8,43686
4,2132485
6,947798
4,106307
4,88000
6,468492
6,77598
6,300214
6,2125435
6,1045658
8,62474
4,815241
4,1219342
2,105643
6,497116
6,1241325
6,56300
4,351283
8,1798188
8,15214
6,2357335
8,42436
6,69507
4,68560
4,50419
4,109322
6,1227926
6,84516
8,150980
8,100784
4,48356
6,2608732
8,109575
8,2165545
4,88805
6,98258
2,2536310
8,2101441
6,2243299
6,119229
6,1853728
6,11984
6,58026
6,284061
6,284060
6,58025
6,71360
6,1836974
8,234512
6,72901
6,1701976
4,1133985
8,130908
6,1512235
6,47114
4,256304
6,107653
6,64115
6,36868
8,23622
16,51952
6,481603
8,94349
6,1082886
4,970179
8,67893
6,51378
4,52618
6,903624
8,130025
4,1441260
6,129775
8,1191111
6,30604
6,36630
8,138941
4,39535
4,8133
6,140788
8,51634
6,127354
4,157268
4,157256
6,55715
4,1568346
6,71487
6,1371630
8,1977739
6,88028
6,1587707
6,1942612
8,382932
4,189133
4,1104001
6,1532965
4,59369
8,66019
6,129762
6,129859
6,84792
6,1498878
8,89229
6,83112
6,1441288
6,1441234
6,129836
6,1441320
8,129994
6,43004
6,39549
6,130169
6,417767
4,2241083
8,1816518
6,2369902
4,1606384
4,112950
8,62900
4,18742
8,19130
8,100142
8,60959
6,2254099
4,86525
6,52561
8,40550
6,93488
4,179216
4,97514
6,2178941
6,11656
6,56732
6,53779
6,1361566
6,96880
4,1305806
6,482571
8,57129
4,87995
4,72730
6,1345836
6,110950
4,422861
6,1588170
6,1034314
8,1748122
6,1437357
6,1462014
8,103767
4,96463
6,1942884
4,93407
6,91790
4,1614989
6,407887
8,2044056
4,1446714
6,1233576
6,116650
4,440963
6,258463
8,350921
6,18806
6,848228
2,23251
6,1508675
6,34240
8,117589
4,75860
4,800369
4,91341
8,97493
6,1441254
4,82509
6,70909
4,1110209
4,60371
4,77235
6,90315
6,1392170
6,96256
6,206634
6,33717
6,116752
6,52600
8,39192
6,78841
6,97659
10,70644
6,69945
8,107358
4,92675
6,1706593
8,344867
10,83559
6,78106
6,11541
8,780504
8,67328
6,48980
4,138329
6,15532
6,465
6,24578
6,682
6,136320
8,73363
6,454792
4,1942613
4,1119646
6,29192
6,1922736
4,1596365
6,459748
8,1859446
6,459102
4,84302
8,243889
6,105151
6,39251
6,89869
6,1268204
6,32599
6,294497
6,1379182
6,278447
8,192718
8,390123
4,1814643
4,1515091
6,1498569
8,73747
8,436231
4,1894474
6,1340800
4,497465
6,82209
4,48449
6,1808231
8,19286
8,478304
4,70299
4,1777551
4,837214
4,837218
6,837228
4,887973
6,54144
8,1185616
4,1531663
6,307479
6,1598778
4,45793
4,477347
4,365485
4,77147
6,77928
6,1319569
8,291172
6,53258
4,1277728
4,92115
4,1650062
4,983193
6,837226
6,13933
6,1568921
8,67309
6,1079959
10,67633
8,73198
8,1929387
6,290661
8,80360
6,117398
6,56592
6,82269
2,259324
4,79501
6,120533
8,66122
6,1999845
4,1781812
6,50535
4,61698
4,61577
4,59105
4,50949
4,52437
6,57450
4,58246
4,55862
4,109277
6,382734
6,89714
8,1605783
6,324133
6,82869
6,33804
6,842926
6,307956
6,1568335
6,58926
4,1403865
4,1478338
6,1270842
6,381940
4,499231
6,1201607
6,926084
8,862467
4,93818
6,37884
6,456912
6,82351
6,200071
6,1233192
6,88983
8,20697
6,61512
4,424114
6,1326252
4,376994
8,68278
6,1270798
4,1791504
8,1527186
8,66769
4,20276
4,19677
4,20580
4,20246
6,18675
6,18925
8,20591
6,29188
6,44357
8,105665
8,147039
6,131468
4,25227
6,130342
6,145923
6,65571
6,61643
4,1179904
6,1227787
6,155278
6,1144539
8,472043
8,1334260
6,391279
6,84315
6,82700
6,1590020
8,1592527
6,1425244
6,79986
4,1664530
4,1664529
6,1665071
6,1282135
6,775489
2,1032815
4,1080016
6,244619
6,83609
6,50212
6,40866
4,67813
8,56060
2,277985
6,131024
6,435115
4,495596
4,90563
6,172658
6,167464
4,14218
6,12224
6,9899
8,6206
6,1584712
6,236943
6,405094
6,84488
6,70723
6,1186369
8,19649
6,1194612
10,95525
6,1001526
6,389326
4,75614
8,78763
8,58329
6,202423
4,81163
8,117658
6,-1
8,76162
6,129167
6,97372
6,220827
6,30128
6,74812
4,43456
6,1531020
4,1625883
6,80923
4,980970
6,86153
4,81648
4,792965
8,1337051
6,435312
6,769542
6,1401143
8,383028
6,1434435
6,1692504
6,58461
6,67756
4,156182
6,1130988
8,53577
6,808506
8,63350
6,446029
8,40536
6,36027
4,1375670
6,1285016
10,97694
8,1584016
4,1401668
4,356907
8,58006
2,1594921
6,1371574
6,1753423
6,915463
6,1228987
8,1588895
6,1632547
4,1538502
6,1470827
6,1462667
4,1407084
6,19421
6,469494
4,86488
4,1263670
6,276751
8,985694
6,298452
8,298462
8,420764
6,173024
8,1109488
4,332047
6,1135503
6,49366
6,100791
4,375912
6,1139328
8,413893
4,1032755
8,60955
4,49223
6,51207
2,119889
8,69704
4,1149361
8,90185
6,258766
6,67866
4,118823
8,1136608
6,1375666
6,1333667
6,97673
6,1234654
4,1017451
4,1325004
2,107076
6,403702
4,24894
6,758758
4,808399
6,1405809
6,780536
8,1250777
8,1635656
8,54269
4,82348
6,77869
6,167565
6,73099
6,938341
6,420260
4,371746
4,31491
4,1213585
8,386117
4,200712
6,70233
6,1062961
2,119336
2,250494
4,379786
4,482088
4,322330
4,87003
6,1396557
8,234837
6,204526
6,1234548
4,1331025
6,432283
4,106834
4,286704
6,1188996
6,180748
6,147800
4,93894
6,358345
4,948530
4,875034
6,499549
6,76240
8,762073
8,59415
4,282425
6,24184
4,95060
4,1491605
6,973844
6,1019452
6,1193138
6,158628
6,95562
4,1155056
6,115140
6,57935
8,57277
2,383717
6,1172233
4,62067
4,89748
8,988045
4,330373
6,84329
8,104466
8,185014
4,1152836
4,1022603
4,361748
6,121771
6,141831
8,1149362
4,1527679
8,456630
6,858479
6,1176740
8,70904
4,31820
4,30988
4,25997
4,25200
4,0027212 
4,27183
4,27126
4,28390
4,26941
6,22164
6,24279
4,27468
4,22647
8,156906
4,1343097
4,314502
4,114614
6,794314
6,1313104
4,116225
6,93178
6,1145446
6,330500
4,427005
4,1049413
6,204700
2,116616
8,1155592
4,1216487
4,237400
6,1132620
6,46250
8,1182345
4,106792
4,494271
6,461970
6,1217243
4,119592
6,299658
6,756217
4,1242545
4,27569
4,26423
6,1424366
6,1024744
8,978762
2,118785
8,71203
4,391198
4,430377
6,82340
8,876563
4,1355236
4,378720
4,1280553
6,120879
4,864770
4,240510
6,417741
4,110419
4,945571
6,479113
4,901686
4,102359
6,910970
6,104692
4,79135
4,452945
8,58700
4,907657
6,870984
4,795421
6,460791
6,60802
4,281364
6,796366
6,167059
6,48363
4,82591
6,14407
6,12620
6,348146
6,327597
6,71910
6,107468
6,105411
6,48393
4,378906
4,164917
8,32156
4,118842
4,164114
4,456821
6,450259
8,89374
6,864761
6,72037
6,861739
6,163494
6,446504
6,409661
6,62765
4,29850
6,79020
6,837216
6,837232
4,293508
4,1000774
6,84805
8,15361
6,1205489
6,47892
4,1054487
8,91759
8,409459
6,94336
6,1010048
4,471711
6,62981
8,20768
6,105435
4,963178
8,368667
4,805564
6,1038043
6,430051
8,47136
6,421715
6,81554
6,314979
8,1084950
4,48605
2,1099212
8,128364
6,385703
4,45810
6,1232826
6,837209
6,837224
6,42192
8,32551
8,1139797
4,365763
6,43338
4,381849
4,367882
6,61059
6,110832
6,85204
6,63462
6,14646
4,1050160
6,59012
4,996435
4,76590
4,93605
4,87020
6,66491
8,202268
8,23427
6,94663
4,239404
8,97240
6,89537
4,59527
4,306097
4,112471
6,887883
6,842929
4,1135941
6,67185
6,103905
8,83946
8,765432
8,55572
6,74851
2,117420
6,135024
6,60647
2,960144
2,486578
6,65193
4,93010
6,101507
6,38991
8,79417
6,464141
8,189219
6,58409
10,46345
8,61101
4,356721
6,765443
6,488120
8,78908
6,405159
4,490181
6,95705
4,408345
8,52080
6,72431
8,80610
6,88658
6,70707
6,163563
6,89853
6,36342
6,468569
8,114369
4,443701
4,246
6,259737
6,765120
4,166304
4,289848
4,117909
10,82176
6,340377
6,40897
6,71381
6,803057
6,1071785
6,1110272
4,846671
6,372784
6,437526
4,371724
6,352875
6,410764
4,106417
6,847817
6,1244098
8,923752
6,77427
8,84565
6,258885
4,405296
2,84873
8,467406
6,120238
8,208502
6,799934
6,1094249
6,838221
6,96487
6,118749
6,120116
6,93191
6,1032846
6,86543
4,368794
6,84465
6,477348
6,1077258
4,81055
4,76734
8,75675
4,78243
6,87553
4,452971
10,74462
6,58294
6,48021
6,1094286
4,445922
6,993778
8,808279
6,1028528
6,34659
6,75276
6,83199
8,324197
4,72736
6,421082
6,367027
6,808417
6,26226
8,87677
8,248845
4,385752
6,86066
4,109348
6,146460
6,47834
8,87644
6,70842
6,440803
4,110057
6,59880
6,103772
6,492473
4,120075
10,59894
2,187078
2,313724
2,233142
6,64471
6,116242
6,91093
6,138097
4,127536
6,90182
6,61781
6,72195
6,482880
8,466988
4,430651
6,358002
6,1090282
10,80397
6,114478
8,473444
6,480025
6,26029
8,73045
6,24232
6,21429
6,22441
6,27275
6,305326
6,260515
6,92048
6,94681
6,318034
8,448134
6,1290732
6,1292598
8,12706
8,460829
6,57361
8,447641
6,20298
6,484077
6,401085
6,94675
6,368197
10,67040
8,54632
6,57176
6,843302
6,386741
10,445336
6,486655
8,58001
8,95040
6,462538
6,211653
6,465203
6,244316
4,381190
4,418279
8,497137
6,61113
6,109020
8,17136
8,318025
6,366721
4,373889
6,103793
6,780607
8,999899
6,325011
6,494216
6,112130
8,313550
4,89767
6,94964
8,111341
4,415306
2,116599
8,60552
6,845442
8,103076
8,164756
6,417871
8,491399
8,463287
4,437477
6,843484
8,262333
6,121731
6,105652
4,275764
6,407236
2,823599
6,413300
4,38239
8,63598
6,805648
6,115033
4,393556
6,791270
8,109093
2,298337
6,826587
6,1638338
6,351080
6,24721
8,61882
4,221111
6,381061
6,122529
2,248136
6,103010
6,28445
6,97123
6,85370
10,422720
4,81165
6,1332557
6,199777
6,29350
8,443616
6,453556
8,84764
8,82335
6,188421
6,2562622
4,140352
6,78265
6,78516
6,63832
8,80770
4,70420
6,75299
6,69169
6,65508
6,85407
6,87016
6,441909
4,38576
4,112362
4,377390
4,80755
6,37236
6,35743
6,1029340
8,14872
6,21884
6,239854
4,177707
8,44986
10,75932
6,74220
8,855824
4,554
4,300
4,483175
6,347857
8,100842
4,117924
8,27779
8,336693
4,41593
4,34524
4,36295
6,414993
6,436697
4,120832
8,74285
4,492962
4,289477
4,388973
6,101321
4,86961
8,460989
4,107614
4,104114
4,236348
4,116149
4,106611
4,181316
4,230011
6,103130
6,107920
10,71406
6,125664
4,2167430
6,88041
6,84549
2,108410
6,354575
4,457513
6,286648
10,41842
10,55732
8,381668
4,94364
4,111742
6,65528
6,342272
10,58138
8,57427
4,449059
6,10598
6,68569
6,81245
6,64296
4,396171
4,11000
6,109579
6,380599
10,19254
4,285441
6,62141
6,113677
6,52918
6,99317
6,354899
6,196069
6,380689
6,380362
6,112573
10,59592
6,116790
6,95159
6,119177
8,180093
8,73486
8,101542
8,75005
8,286112
8,272338
8,317248
8,250258
8,385586
8,249462
8,97165
8,101420
8,102926
8,117951
8,283326
8,133093
8,169547
8,230600
8,366257
8,425987
4,457430
6,191043
8,119711
6,107474
2,477965
6,119256
8,469754
6,410730
6,492454
8,92972
10,851578
4,18328
8,477731
8,154421
10,439817
6,47811
6,117151
6,81547
6,486978
4,127948
4,216016
4,215817
6,215664
4,135122
4,135631
4,135179
6,359
6,215575
4,135690
6,215737
8,61537
6,223755
4,455
6,135180
6,135696
6,135453
8,131934
6,67958
8,249241
6,73179
6,65777
8,102181
6,21577
6,499225
6,18051
6,96163
8,52572
6,101829
6,444182
8,85533
8,243255
6,420223
8,28624
4,14109
8,420497
6,60511
6,65214
6,332379
8,78473
4,240890
4,40497
4,95607
6,29594
6,51790
4,77651
8,37824
6,124770
6,114671
8,53459
6,62043
6,35108
6,76929
8,48956
6,434409
8,48473
6,81076
6,17128
4,54880
6,459666
6,79579
6,412019
8,290334
6,327084
6,95574
10,21571
8,100339
6,78084
4,913358
4,800965
4,816251
6,800963
6,851576
8,430643
6,430640
6,430639
4,853215
4,841175
6,794374
6,477139
6,478558
6,492621
6,499455
6,800022
8,859765
4,451966
6,408306
8,78536
8,67204
8,18066
6,360717
8,45274
6,334405
6,39651
6,88856
6,87521
6,293427
6,443453
6,1090199
8,63633
6,113277
6,376293
6,115964
8,208993
8,97940
6,443693
6,378717
6,377330
6,13626
6,69995
6,63776
6,368222
6,120863
8,298131
6,18217
6,373444
6,250963
6,251093
6,14694
8,21312
8,402399
10,15384
6,304808
8,88184
4,427944
4,101270
2,291011
8,58725
10,64541
6,22458
6,177956
6,177955
6,403386
6,140434
6,15
4,319682
6,243759
6,60138
6,382550
8,405866
6,346466
6,886690
8,2167432
6,888703
8,267119
6,77405
8,2025548
8,18728
6,35842
8,79182
2,317676
2,369226
4,383222
8,49902
6,427066
6,462703
8,76299
8,18190
6,20321
6,260776
4,461424
6,433482
8,38348
4,814233
6,478988
6,284203
6,425661
4,33388
4,155535
4,147878
6,371589
6,85794
10,17668
6,29843
6,39525
8,51584
6,423409
6,377556
2,118887
6,48632
2,120667
2,443536
4,425210
6,197626
6,316342
8,367089
6,44081
6,32904
4,24481
6,47437
4,33238
4,380366
6,68309
6,60740
6,86265
6,387131
2,281865
8,317705
6,56172
8,97223
6,67351
6,80009
6,85816
6,798795
6,60574
6,48750
6,39635
8,44958
6,240913
6,131461
6,427339
6,48545
6,138758
8,26580
8,74515
6,55852
6,24451
6,59488
6,89746
6,28378
6,249298
8,87884
6,420251
8,297426
6,446765
8,139820
6,19278
6,19968
4,123380
8,123318
4,453207
8,51544
8,294959
6,309506
6,309566
6,113749
8,41169
6,896550
4,383574
8,61418
4,49659
6,73370
4,367692
4,438878
8,884831
6,66468
8,63759
4,71448
6,114028
8,58642
8,74749
8,99386
8,233809
4,11157
6,56677
4,115632
8,42528
4,173624
6,384537
6,425013
6,87606
8,63555
6,72902
6,84046
6,245929
8,269746
8,123374
8,84628
6,19975
6,22899
6,87660
6,112701
8,19422
8,20414
6,832
6,100234
2,96184
4,59674
8,9968
4,73907
6,63198
6,69535
2,296696
6,432260
4,430199
6,37558
4,41604
8,64276
4,78478
6,49966
8,61754
6,102536
6,1668195
6,92637
6,17448
8,89603
6,175880
6,222812
8,71690
6,278731
4,91757
4,92965
6,70143
8,411270
10,82933
4,61023
6,120907
6,64407
8,47445
6,63551
6,22462
8,64489
8,57058
8,69358
6,358273
6,56327
6,417243
6,102511
4,196216
8,47528
6,43614
4,200120
6,74916
6,45719
4,60883
6,95683
6,375679
6,20509
6,99426
2,164807
4,438097
6,82661
10,387898
8,229520
6,70858
6,48434
10,48452
6,52585
4,120679
8,437447
8,451094
6,60594
6,75776
4,74958
8,21331
6,15768
8,54377
4,455565
6,395479
8,104285
2,264935
8,76263
6,70666
6,11607
4,13059
8,91064
6,72890
6,15136
6,448997
6,170232
6,169912
6,41961
6,40275
2,489445
6,423140
4,12651
4,280674
4,120711
6,47281
6,55850
8,84654
6,96754
6,81455
6,315594
4,756206
8,448267
6,98327
6,21576
6,84362
6,39383
4,41771
6,399146
6,13025
8,54407
4,71230
4,123860
6,46022
8,342735
4,123970
6,234588
6,70505
6,64493
6,163982
8,18873
6,46127
6,79095
6,1527
4,384484
8,24844
8,18455
6,401792
6,49730
8,48933
6,58555
4,41870
6,58390
8,42619
10,61847
6,445620
2,422563
6,66805
4,-1
8,72962
6,422361
4,421749
8,416320
6,18770
6,369702
8,456396
6,446476
6,74102
4,308644
4,355702
6,73424
6,24803
6,146367
6,277657
6,281228
4,95950
4,91633
6,279202
8,42958
2,79138
4,108656
6,478109
6,87280
8,90967
6,50914
6,51144
8,56521
6,95475
6, 
6,124036
8,323098
6,104779
8,415978
6,108432
6,452039
6,160440
6,17938
6,175122
4,397535
6,85210
4,119784
6,98912
6,96681
6,94500
6,363771
8,308971
4,125073
8,435625
6,14406
8,61996
8,98481
4,95715
4,140307
6,50725
8,101991
6,76389
6,96446
8, 
4,6689
4,6684
4,7194
6,59715
8,390538
6,283487
6,76578
8,56444
6,73312
8,49012
8,43084
2,432348
4,368909
6,217346
4,52100
8,49784
6,64106
4,270951
4,338564
6,108550
8,122136
2,113762
2,110989
6,360845
6,468481
8,373469
6,478044
10,445760
6,444193
4,445469
6,415932
4,396630
6,449520
6,342882
4,398027
4,459671
6,484113
6,455953
8,456470
4,459929
6,425236
4,446685
8,427312
6,441674
4,459387
8,449983
6,229499
4,204515
6,277784
6,85426
4,67085
8,74811
4,99668
6,69097
4,83929
4,46904
4,50534
6,57324
6,180752
6,101699
4,280574
2,281236
4,281737
6,278145
4,97289
8,82437
8,115012
6,87843
6,209189
6,166896
6,52330
6,209958
6,261983
6,117665
6,165929
6,117407
6,389421
6,215685
6,70239
6,243862
6,199626
6,138510
6,107207
6,93177
6,299937
6,119008
6,188350
6,105236
6,123755
6,112641
6,103919
6,222851
6,185937
6,246266
6,263101
6,335886
6,289043
6,274309
8,1049314
8,64975
4,65436
4,269604
2,212235
6,139239
6,58279
8,363163
8,69293
10,92828
6,23634
6,86551
2,161220
4,258291
4,138749
4,105698
4,120018
4,426181
4,120102
4,114287
4,120616
4,256380
4,116830
4,119345
4,44760
4,102555
4,107206
4,167190
4,241527
4,94898
4,107362
4,338850
4,118583
4,377059
4,88286
8,16847
6,57197
8,51720
6,52540
8,54286
8,121164
6,66601
8,54130
6,60153
8,68240
10,70359
8,55534
8,109066
6,67595
6,59540
8,89885
4,13807
6,91497
4,28281
4,78295
10,74857
6,35279
6,94799
6,367594
6,82776
6,56291
8,24368
6,225206
6,309291
4,331338
4,65569
6,119263
8,350258
6,99818
8,54460
6,221069
6,156610
4,81633
6,436327
8,81176
10,88846
8,435107
4,463451
4,76221
6,30643
6,353751
4,449888
4,-1
6,369918
6,366780
6,355295
8,73166
6,347149
8,53115
8,144117
8,112818
6,309820
6,216625
10,423866
6,58450
6,44706
8,53114
6,53146
8,74740
4,90849
8,45112
6,56983
10,60560
2,90555
8,203612
6,86636
6,307987
6,368711
10,46438
2,348836
6,51201
8,46478
4,166471
4,128157
6,351382
6,419515
4,357413
2,118111
8,56049
6,15064
8,90644
4,66195
4,46487
2,115433
2,118539
6,17048
10,61065
4,69089
6,90095
6,53976
4,43274
6,4972
6,92085
6,52838
6,411302
8,60304
4,248194
4,430676
6,52987
6,69058
6,60424
6,55256
6,46911
6,66993
4,206013
4,69421
6,403990
6,66412
6,66516
6,308514
6,94977
6,15324
4,7761
6,65947
4,373926
6,12255
8,260948
6,372588
8,59719
6,95631
6,290538
4,73705
6,18528
8,84827
6,46183
4,130623
6,105750
4,98627
8,68182
6,396184
4,48387
6,39871
8,57565
8,436319
6,73000
8,61184
6,38109
6,121766
6,12349
6,116344
6,9018
6,330691
4,319061
8,61395
6,54177
8,59936
6,190268
8,64068
6,165473
6,375063
4,372183
6,151137
10,56736
2,114781
6,240468
6,51102
8,69762
6,308808
4,71968
8,72443
6,18773
6,55601
8,275719
4,90190
8,291350
6,61402
8,62770
8,71615
6,120382
10,156887
6,335121
6,41154
4,37008
8,48424
8,36506
6,15864
4,65780
6,323630
4,32976
6,351817
6,23037
6,72417
8,62229
10,190332
8,348529
8,58946
8,61589
4,470727
6,62136
6,83053
6,154683
6,103882
8,360130
8,85303
6,64393
8,92149
6,114906
6,92004
4,365810
6,47296
6,56218
4,369339
6,330999
6,382711
6,271031
8,158714
6,311519
4,61524
6,50706
2,100050
6,64067
6,83694
6,279068
8,373074
4,65761
6,172672
4,498
2,399
6,74382
8,62952
6,205903
4,103777
6,106332
4,160592
6,63850
4,356633
8,67259
6,387564
6,417
8,65233
6,68473
8,387412
6,361668
6,140384
6,66127
4,340258
6,13992
6,43825
6,275491
6,48254
6,82081
6,207198
6,362270
6,212573
6,98204
4,227408
6,303326
8,50634
8,102083
8,339291
8,53390
6,120623
6,277925
6,82971
6,105622
8,43313
8,27796
4,91605
6,150808
6,430641
4,430638
6,79083
6,77924
6,66999
6,95229
4,386843
6,333766
6,307453
6,19702
8,55018
4,38268
6,156901
6,39648
6,201517
10,56854
6,352332
8,42804
6,439
6,59800
4,252242
4,69398
8,114134
6,105275
4,299172
6,91327
4,314524
8,85809
4,20905
6,363303
6,36400
6,328802
8,97216
8,104684
6,43567
8,338013
4,117509
6,254686
8,65531
8,53579
6,25452
4,387233
6,28950
4,164184
6,243017
4,364725
6,83870
4,244244
6,395110
6,94983
4,91042
6,94991
6,94990
4,27062
6,94989
6,351461
8,95467
6,71691
8,57611
4,331430
4,142342
8,40979
6,118898
6,321782
8,321781
8,214605
8,321780
4,159365
4,319343
2,317198
6,48198
8,94986
10,41719
6,94985
8,315543
10,94982
6,94984
8,116767
8,310775
8,278784
6,306714
6,28212
6,73650
8,94721
6,50330
8,110008
4,15863
4,151128
6,117040
6,107507
6,62711
8,40746
4,76257
6,68935
4,93105
2,119313
6,78935
2,263488
4,229440
6,71807
6,144020
8,56801
8,58430
6,92929
6,65063
8,56663
6,349903
6,58898
8,56119
8,79522
8,330099
6,96764
8,212712
6,158371
6,328258
6,138524
8,72285
8,54389
6,97576
4,38885
6,82694
6,388556
4,124199
4,40578
4,124148
6,318462
4,159144
6,243133
8,102587
6,54122
6,57869
6,390290
8,65669
6,379225
6,472458
6,151804
6,87469
6,142181
8,347246
8,385004
4,68833
6,362417
4,38650
6,117364
4,118083
4,240119
4,171363
4,374272
4,323250
4,314331
4,268303
4,315850
6,117002
6,352359
4,200550
4,115798
4,94737
4,411155
4,112442
8,120586
6,159272
6,181865
6,201265
6,328551
6,142688
6,236216
6,98725
6,114112
6,245574
6,275277
6,103874
6,107061
6,126208
6,245712
6,69390
6,298203
6,373981
6,67532
8,362004
6,390418
6,380164
6,390579
6,386820
8,388473
6,401233
6,390384
4,362506
6,424757
8,377079
6,414931
6,390615
6,378947
6,361862
8,376968
6,60107
6,363235
4,117765
8,119167
4,1732138
6,74156
6,52311
8,338135
6,36618
8,36154
6,305206
8,364569
6,58567
8,46912
6,145487
6,286244
6,383572
8,53134
6,107518
6,384027
6,311146
8,379217
6,20620
6,277617
8,166765
8,118036
6,219414
4,109283
4,366292
4,78346
6,84423
8,343168
6,55830
8,86979
6,93822
8,66735
10,7108
6,22913
6,58715
8,280523
6,73858
6,103704
6,323944
8,81616
6,109151
8,69073
6,69920
6,2140421
6,156587
6,73580
8,58003
10,342172
6,381682
6,405821
8,74252
4,109688
6,276830
6,340086
6,283832
6,395171
6,403965
6,92123
6,376545
6,406501
6,404777
4,337659
6,76085
6,391891
8,25477
6,368447
4,89791
4,120710
6,390521
8,23649
8,96257
6,317640
6,165798
8,98532
6,154443
4,110367
4,226873
8,58625
4,328880
6,353969
2,349683
6,315733
6,70379
8,127392
8,330904
2,273923
6,313792
4,410772
6,234805
4,38787
6,85180
2,242653
6,361596
6,101765
6,345061
10,31514
6,275083
6,236640
8,12364
6,115819
4,122690
4,318411
10,50083
4,114558
4,7507
6,7145
6,110002
6,338309
4,47887
4,87880
6,63417
4,34841
6,328538
8,108906
6,64665
6,97108
6,62480
8,54946
6,116015
6,339881
8,100935
2,106677
6,88258
6,70034
8,51808
8,71411
6,60268
8,276935
6,384819
6,188913
6,95765
4,87262
8,70544
4,97674
6,131409
6,91455
4,96273
4,86855
4,93832
6,347618
6,68611
8,58864
8,48281
6,426169
6,335245
6,36775
4,115963
8,53270
8,51365
6,86022
8,226874
6,340855
6,23422
8,30448
8,39268
6,29583
6,81506
8,58888
4,93779
2,52077
8,304141
4,138874
6,32138
6,56869
6,44079
4,241073
4,105502
8,27977
6,23969
10,59855
8,499
6,41959
6,43014
6,91203
6,102059
6,100150
6,48272
8,363226
6,45152
6,286098
10,56058
8,397619
8,103935
6,226872
